name,email,date_of_birth,mobile_no,name_clean,failure_reason
John Kelley,John_Kelley@george-barker.com,09/28/1996,9991 9107,John Kelley,invalid_mobile
Melissa Franklin,Melissa_Franklin@nelson.info,07/08/1998,1791581,Melissa Franklin,invalid_mobile
Travis Davis,Travis_Davis@thomas-long.org,11/07/1950,761589,Travis Davis,invalid_mobile
Adam Bailey,Adam_Bailey@bates.com,24-04-1999,5377205,Adam Bailey,invalid_mobile
Crystal Peterson,Crystal_Peterson@parker-soto.com,1968/01/13,2593879,Crystal Peterson,invalid_mobile
David Anderson,David_Anderson@hughes.com,1984-12-10,646941,David Anderson,invalid_mobile
David Allen III,David_Allen@bentley-scott.com,06/06/1955,57931,David Allen III,invalid_mobile
Jose Mitchell,Jose_Mitchell@roth.com,1974/07/19,9383102,Jose Mitchell,invalid_mobile
Jay Smith,Jay_Smith@nguyen-martinez.biz,1965-11-21,6277888,Jay Smith,invalid_mobile
David Spence,David_Spence@sullivan.org,04/25/1965,49986,David Spence,invalid_mobile
Alicia Young,Alicia_Young@barton-bell.com,1994/05/14,86706,Alicia Young,invalid_mobile
Gregory Cooper,Gregory_Cooper@lopez.com,07/25/2013,907869,Gregory Cooper,invalid_mobile;below_18
Michelle Brown,Michelle_Brown@perez-scott.net,08/17/2003,618951,Michelle Brown,invalid_mobile
Melissa Johnson,Melissa_Johnson@cameron-byrd.com,1982/11/19,301347,Melissa Johnson,invalid_mobile
Madeline Terry,Madeline_Terry@higgins.com,1952-09-22,291141,Madeline Terry,invalid_mobile
Rebekah Fischer,Rebekah_Fischer@meza-warren.com,1969-10-23,8302925,Rebekah Fischer,invalid_mobile
Wendy Sexton,Wendy_Sexton@hopkins-harvey.com,1988-02-17,480237,Wendy Sexton,invalid_mobile
Brent Richards,Brent_Richards@fletcher-skinner.org,2010-06-09,291309,Brent Richards,invalid_mobile;below_18
Christopher Kim,Christopher_Kim@marshall-wilkins.com,2009-08-06,7521277,Christopher Kim,invalid_mobile;below_18
Kristie White,Kristie_White@padilla.com,24-09-1986,4611328,Kristie White,invalid_mobile
Eric Anderson,Eric_Anderson@valdez.biz,1973/07/24,14996,Eric Anderson,invalid_mobile
Patrick Moran,Patrick_Moran@kennedy-smith.com,04-12-1954,9123766,Patrick Moran,invalid_mobile
Kimberly Dillon,Kimberly_Dillon@drake.info,2001/06/18,996591,Kimberly Dillon,invalid_mobile
Michael Morris,Michael_Morris@nelson.net,09/24/1979,6295 9695,Michael Morris,invalid_mobile
Stephanie Garcia,Stephanie_Garcia@mckinney-baker.biz,1953/06/13,346491,Stephanie Garcia,invalid_mobile
Brandon Henry,Brandon_Henry@king-bowers.org,1959/04/09,454143,Brandon Henry,invalid_mobile
Elizabeth Jones,Elizabeth_Jones@peterson-johnson.net,05/30/2010,89436,Elizabeth Jones,invalid_mobile;below_18
Manuel Reyes,Manuel_Reyes@leon-johnson.com,03/30/1976,2704430,Manuel Reyes,invalid_mobile
Mindy Valentine,Mindy_Valentine@gutierrez-martin.com,1979/04/25,94856,Mindy Valentine,invalid_mobile
Mary Stevenson,Mary_Stevenson@clark.com,1955/09/11,5888464,Mary Stevenson,invalid_mobile
Emma Beltran,Emma_Beltran@armstrong-adkins.biz,13-02-1986,426357,Emma Beltran,invalid_mobile
Paul Phillips,Paul_Phillips@manning.org,1992-04-23,29741,Paul Phillips,invalid_mobile
James Porter,James_Porter@cervantes.biz,03-07-1990,3071230,James Porter,invalid_mobile
David Harrison,David_Harrison@green.info,1984-10-31,2368605,David Harrison,invalid_mobile
Tara Davidson,Tara_Davidson@hernandez.com,17-11-1986,1738283,Tara Davidson,invalid_mobile
Donna Kelly,Donna_Kelly@young.org,28-11-1962,4989146,Donna Kelly,invalid_mobile
Renee Mayer,Renee_Mayer@petty.com,2005-02-01,351321,Renee Mayer,invalid_mobile;below_18
Victor Davis,Victor_Davis@crawford.org,1957-01-03,9626898,Victor Davis,invalid_mobile
Marc Abbott,Marc_Abbott@grimes.info,08/25/2017,54976,Marc Abbott,invalid_mobile;below_18
Kevin Flores,Kevin_Flores@crawford.com,1956/06/05,414045,Kevin Flores,invalid_mobile
Sarah Mayo,Sarah_Mayo@thompson.org,1993/05/07,2388107,Sarah Mayo,invalid_mobile
Anthony Morgan,Anthony_Morgan@smith.com,14-01-1967,41706,Anthony Morgan,invalid_mobile
Sarah Wong,Sarah_Wong@glover.info,03/27/1985,8765597,Sarah Wong,invalid_mobile
Tanya Martinez,Tanya_Martinez@moore.com,09/11/1976,3661127,Tanya Martinez,invalid_mobile
Jacob Lewis,Jacob_Lewis@carlson.net,16-09-1962,7367256,Jacob Lewis,invalid_mobile
Valerie Spencer,Valerie_Spencer@franklin-jackson.info,10-03-2018,22299967,Valerie Spencer,below_18
Kelly Drake,Kelly_Drake@pollard-nelson.com,14-01-1971,68351,Kelly Drake,invalid_mobile
Zachary Foster,Zachary_Foster@hamilton-king.com,2011-10-20,572823,Zachary Foster,invalid_mobile;below_18
Susan Summers,Susan_Summers@wilson.com,01-07-1981,9873480,Susan Summers,invalid_mobile
Alicia Roberts,Alicia_Roberts@ramos.net,2009-09-24,75301,Alicia Roberts,invalid_mobile;below_18
Charlene Patterson,Charlene_Patterson@edwards.com,1986/09/27,7158222,Charlene Patterson,invalid_mobile
Nichole Murray,Nichole_Murray@harmon-blackwell.com,1953-10-28,7541654,Nichole Murray,invalid_mobile
Anthony Robinson,Anthony_Robinson@welch-williams.net,03/27/1987,345279,Anthony Robinson,invalid_mobile
Andrew Sutton,Andrew_Sutton@mcintyre-allen.com,15-12-1966,818421,Andrew Sutton,invalid_mobile
John Munoz,John_Munoz@perkins-proctor.org,2004/10/09,7944973,John Munoz,invalid_mobile;below_18
Mallory Bright,Mallory_Bright@santiago.com,1954/11/18,117729,Mallory Bright,invalid_mobile
Zachary Johnson,Zachary_Johnson@velez.com,1974/10/02,2099868,Zachary Johnson,invalid_mobile
Nicolas Myers,Nicolas_Myers@shaw.net,2001/06/18,4088904,Nicolas Myers,invalid_mobile
Larry Smith,Larry_Smith@phillips-pratt.org,2013-11-27,18336,Larry Smith,invalid_mobile;below_18
Victoria Hoover,Victoria_Hoover@roberts.com,1984/11/01,97191,Victoria Hoover,invalid_mobile
Carl Shannon,Carl_Shannon@raymond.net,1980/04/01,4571624,Carl Shannon,invalid_mobile
Melissa Hardy,Melissa_Hardy@stewart.com,03/04/1990,58936,Melissa Hardy,invalid_mobile
Carolyn Smith,Carolyn_Smith@mccormick.biz,1976/04/18,383949,Carolyn Smith,invalid_mobile
Austin Washington,Austin_Washington@hodge-weber.com,2000-05-25,61981,Austin Washington,invalid_mobile
Earl Jackson,Earl_Jackson@cummings.com,09-12-1990,475281,Earl Jackson,invalid_mobile
Nicole Simmons,Nicole_Simmons@webb.com,21-11-1988,9303981,Nicole Simmons,invalid_mobile
Phillip Hurst,Phillip_Hurst@thompson-flores.net,13-07-1986,395427,Phillip Hurst,invalid_mobile
Hailey Robbins,Hailey_Robbins@miller.com,10/28/1986,16186,Hailey Robbins,invalid_mobile
James Taylor,James_Taylor@sparks.net,1971-04-30,334581,James Taylor,invalid_mobile
Andrea Figueroa,Andrea_Figueroa@warren-romero.com,10/23/2014,2620507,Andrea Figueroa,invalid_mobile;below_18
Cassandra Moreno,Cassandra_Moreno@roberts-mccarthy.info,1968/03/27,528657,Cassandra Moreno,invalid_mobile
Gregory Pacheco,Gregory_Pacheco@perez.com,1963-12-28,89236,Gregory Pacheco,invalid_mobile
Nicole Huerta,Nicole_Huerta@acevedo.com,1981-07-01,915957,Nicole Huerta,invalid_mobile
Matthew Hoffman,Matthew_Hoffman@lara.com,05-04-2005,44628735,Matthew Hoffman,below_18
Barbara Hudson,Barbara_Hudson@robinson-jones.com,10/28/1997,3319 4551,Barbara Hudson,invalid_mobile
Sandra Francis,Sandra_Francis@juarez.org,18-04-1965,596037,Sandra Francis,invalid_mobile
Rebecca Ray,Rebecca_Ray@davis.com,1991/03/28,78041,Rebecca Ray,invalid_mobile
Tammy Simpson,Tammy_Simpson@schneider.net,1972-09-14,9676269,Tammy Simpson,invalid_mobile
Kyle Clark,Kyle_Clark@harvey.org,1961/09/25,53051,Kyle Clark,invalid_mobile
Sherry Peterson,Sherry_Peterson@dillon-barber.com,11/26/1969,9191 6671,Sherry Peterson,invalid_mobile
Kyle Howard,Kyle_Howard@shannon-mosley.net,2009-10-21,21951,Kyle Howard,invalid_mobile;below_18
David Warren,David_Warren@bell-lewis.com,07/18/1969,437769,David Warren,invalid_mobile
Brandon Townsend,Brandon_Townsend@gray-davis.info,1989/02/03,38911,Brandon Townsend,invalid_mobile
Christopher Ellis,Christopher_Ellis@johnson.com,1970/05/14,4715418,Christopher Ellis,invalid_mobile
Renee Mccall,Renee_Mccall@valencia-ward.com,1994/11/09,4767253,Renee Mccall,invalid_mobile
Nicole Valdez,Nicole_Valdez@chase.net,05/18/1975,2440103,Nicole Valdez,invalid_mobile
Austin Bird,Austin_Bird@young-stout.com,05/15/1976,5371 3179,Austin Bird,invalid_mobile
Adam Morrison,Adam_Morrison@clay-jones.com,01-08-1980,4022019,Adam Morrison,invalid_mobile
Kenneth Koch,Kenneth_Koch@wagner.com,1966/02/06,130515,Kenneth Koch,invalid_mobile
Michael Harris,Michael_Harris@miller-fischer.com,2004/05/22,66016,Michael Harris,invalid_mobile;below_18
Devon Levy,Devon_Levy@chapman.com,1968/06/25,244203,Devon Levy,invalid_mobile
Alison Wright,Alison_Wright@moore.info,1954-02-25,8439607,Alison Wright,invalid_mobile
Jennifer Jones,Jennifer_Jones@williams.com,2014-04-26,67930447,Jennifer Jones,below_18
Alexandra Rosales,Alexandra_Rosales@wu-kerr.net,1953-09-25,9013887,Alexandra Rosales,invalid_mobile
Erika Wood,Erika_Wood@jacobson.org,09-06-1952,7709010,Erika Wood,invalid_mobile
Kristen Dyer,Kristen_Dyer@haynes.com,06/20/1992,371487,Kristen Dyer,invalid_mobile
Kristin Higgins,Kristin_Higgins@leonard.com,12/19/1998,5807 1267,Kristin Higgins,invalid_mobile
Adrian Martin,Adrian_Martin@rojas.net,2008/03/07,98206903,Adrian Martin,below_18
Joshua Hunter,Joshua_Hunter@jackson-parker.com,2007-05-17,60770775,Joshua Hunter,below_18
Cindy Wells,Cindy_Wells@munoz.com,1973-06-16,5892335,Cindy Wells,invalid_mobile
Meredith Shepherd,Meredith_Shepherd@wolfe.com,2016-10-29,65360583,Meredith Shepherd,below_18
Paula Jackson,Paula_Jackson@rodgers.com,09/03/2010,945849,Paula Jackson,invalid_mobile;below_18
Jacob Woodard,Jacob_Woodard@lee-williams.biz,08/21/2005,4707 3639,Jacob Woodard,invalid_mobile;below_18
Michael Hill,Michael_Hill@herrera-vargas.com,1977-08-02,9580964,Michael Hill,invalid_mobile
Maureen Miller,Maureen_Miller@wright.com,04/07/1958,6526234,Maureen Miller,invalid_mobile
Pamela Brandt,Pamela_Brandt@glover.com,1983/08/21,93461,Pamela Brandt,invalid_mobile
Matthew Rojas Jr.,Matthew_Rojas@austin.com,1950/04/30,4089233,Matthew Rojas Jr.,invalid_mobile
Lawrence Jordan,Lawrence_Jordan@adams-gutierrez.com,05/19/1962,677979,Lawrence Jordan,invalid_mobile
Travis Coleman,Travis_Coleman@williams.com,09-02-1995,424587,Travis Coleman,invalid_mobile
Tina Lopez,Tina_Lopez@white-payne.com,2017-01-12,53786,Tina Lopez,invalid_mobile;below_18
Joseph Armstrong,Joseph_Armstrong@miller-lee.com,11-09-1980,18656,Joseph Armstrong,invalid_mobile
Kayla Sellers,Kayla_Sellers@stewart.info,2002/03/29,509223,Kayla Sellers,invalid_mobile
Michael Rogers,Michael_Rogers@wagner.com,03/12/1955,22141,Michael Rogers,invalid_mobile
Tiffany Fitzpatrick,Tiffany_Fitzpatrick@lindsey.com,13-02-1996,791433,Tiffany Fitzpatrick,invalid_mobile
Sierra Warren,Sierra_Warren@miranda.biz,1963-02-12,82651,Sierra Warren,invalid_mobile
Gregory Castillo,Gregory_Castillo@nunez-henderson.org,20-02-1972,3822057,Gregory Castillo,invalid_mobile
Gilbert Johnson,Gilbert_Johnson@jones.com,09/23/1985,9719 1811,Gilbert Johnson,invalid_mobile
Yvonne Murphy,Yvonne_Murphy@valdez.com,1993/06/25,1348131,Yvonne Murphy,invalid_mobile
Austin Patel,Austin_Patel@reid.com,2016-07-30,666243,Austin Patel,invalid_mobile;below_18
Ronald Lopez,Ronald_Lopez@swanson.com,1978/01/27,25071,Ronald Lopez,invalid_mobile
Terry Fowler,Terry_Fowler@rivers-miller.org,2004-07-10,65941,Terry Fowler,invalid_mobile;below_18
Holly Lara,Holly_Lara@young.net,01/16/1970,81361,Holly Lara,invalid_mobile
Cody Hayden,Cody_Hayden@donovan.com,04/10/1989,2063461,Cody Hayden,invalid_mobile
Veronica Bradford,Veronica_Bradford@larson.com,1986-10-24,3765728,Veronica Bradford,invalid_mobile
Jeffery Wilson,Jeffery_Wilson@cook.com,1978-11-18,30701,Jeffery Wilson,invalid_mobile
Tammy Cooper,Tammy_Cooper@allen.com,05-01-1979,38916,Tammy Cooper,invalid_mobile
Jessica Gardner,Jessica_Gardner@cook-howe.com,08/05/1964,20356,Jessica Gardner,invalid_mobile
Mr. Matthew Roman,Matthew_Roman@gonzalez-cooper.com,2011/02/15,72646,Matthew Roman,invalid_mobile;below_18
Sharon Frazier,Sharon_Frazier@garcia-hall.info,1997-05-08,9084097,Sharon Frazier,invalid_mobile
James Gonzalez,James_Gonzalez@woodward.org,20-03-1974,95391,James Gonzalez,invalid_mobile
Tracy Mcmillan,Tracy_Mcmillan@wilson.com,06/20/2001,87726,Tracy Mcmillan,invalid_mobile
Jenna Ayala,Jenna_Ayala@price.net,2017/06/19,112557,Jenna Ayala,invalid_mobile;below_18
Julie Martinez,Julie_Martinez@chung-williams.com,23-05-2014,59153079,Julie Martinez,below_18
Richard Lee,Richard_Lee@jones-willis.info,2000-10-24,3018611,Richard Lee,invalid_mobile
Karen Smith MD,Karen_Smith@washington.com,05/05/1963,9103 6383,Karen Smith,invalid_mobile
Timothy Lopez,Timothy_Lopez@george.com,2008-08-28,49793623,Timothy Lopez,below_18
Robin Evans,Robin_Evans@coleman.net,30-07-1973,909081,Robin Evans,invalid_mobile
Melvin Butler,Melvin_Butler@hardy.org,11/14/1957,6415 4343,Melvin Butler,invalid_mobile
Deborah Mcbride,Deborah_Mcbride@brooks-pitts.net,05/11/1988,64806,Deborah Mcbride,invalid_mobile
Austin Williams,Austin_Williams@villanueva.com,1962-08-24,84646,Austin Williams,invalid_mobile
Kenneth Dean,Kenneth_Dean@rodriguez.com,1962-06-21,8649705,Kenneth Dean,invalid_mobile
Joan Crawford,Joan_Crawford@scott.com,10/31/1963,31071,Joan Crawford,invalid_mobile
Erin King,Erin_King@lee-miller.com,01/28/1957,399327,Erin King,invalid_mobile
Mr. James Hamilton,James_Hamilton@finley-nelson.com,2014-04-12,1118839,James Hamilton,invalid_mobile;below_18
Deborah Hood,Deborah_Hood@olson.com,25-12-1966,29986,Deborah Hood,invalid_mobile
Marcus Stout,Marcus_Stout@barber-wright.org,05/10/1996,2686195,Marcus Stout,invalid_mobile
Shannon Jacobs,Shannon_Jacobs@norris.com,2000/09/22,44866,Shannon Jacobs,invalid_mobile
Todd Harris,Todd_Harris@pierce.com,1975-08-07,355683,Todd Harris,invalid_mobile
Sarah Wilson,Sarah_Wilson@webb-gomez.com,01/31/2011,23076,Sarah Wilson,invalid_mobile;below_18
Edward Brown,Edward_Brown@baker-wright.net,04/16/1960,26096,Edward Brown,invalid_mobile
Calvin Jones,Calvin_Jones@morgan-lopez.org,2007-11-26,89850455,Calvin Jones,below_18
Mr. Nicholas Fry,Nicholas_Fry@neal.com,02/15/2010,572103,Nicholas Fry,invalid_mobile;below_18
Alejandro Sharp,Alejandro_Sharp@banks.biz,1986-05-31,8316624,Alejandro Sharp,invalid_mobile
Debra Morgan,Debra_Morgan@clark.com,1980/10/28,4955196,Debra Morgan,invalid_mobile
John Kemp,John_Kemp@underwood.com,28-09-1990,1162092,John Kemp,invalid_mobile
Benjamin Richardson,Benjamin_Richardson@yang.com,1976-09-10,5904655,Benjamin Richardson,invalid_mobile
Eric Cobb,Eric_Cobb@cannon.net,1982-10-25,869745,Eric Cobb,invalid_mobile
Joseph Daniel,Joseph_Daniel@manning.info,08-08-1965,4498656,Joseph Daniel,invalid_mobile
William Pollard,William_Pollard@lewis-wiley.com,18-06-2004,3633106,William Pollard,invalid_mobile;below_18
Aaron Pace,Aaron_Pace@burgess-riley.com,01/02/2012,75746,Aaron Pace,invalid_mobile;below_18
Wendy Smith,Wendy_Smith@ferguson-jones.com,1986/06/29,8189700,Wendy Smith,invalid_mobile
Cheyenne Hernandez,Cheyenne_Hernandez@thomas.info,01/20/1973,782919,Cheyenne Hernandez,invalid_mobile
Patricia Spencer,Patricia_Spencer@holland-rodriguez.com,2004-03-23,52772407,Patricia Spencer,below_18
Charles Taylor PhD,Charles_Taylor@ramsey-pruitt.net,15-05-1966,369705,Charles Taylor,invalid_mobile
Stacey Clark,Stacey_Clark@williams.com,1957-08-25,71616,Stacey Clark,invalid_mobile
Megan Williams,Megan_Williams@novak.com,19-08-1987,75936,Megan Williams,invalid_mobile
Robert Lee,Robert_Lee@house.com,1973-10-21,4718981,Robert Lee,invalid_mobile
James Davis,James_Davis@huang.com,05/01/1959,9453046,James Davis,invalid_mobile
Tami Harper,Tami_Harper@hall-flowers.biz,28-06-1972,7979651,Tami Harper,invalid_mobile
Thomas Avila,Thomas_Avila@henry-powell.org,1997/01/09,502887,Thomas Avila,invalid_mobile
Donald Perez,Donald_Perez@douglas-robles.com,1993-10-10,2697444,Donald Perez,invalid_mobile
Elizabeth Moran,Elizabeth_Moran@mills.com,19-03-1994,91826,Elizabeth Moran,invalid_mobile
Kristina Chapman,Kristina_Chapman@hunt.org,06/26/1984,71866,Kristina Chapman,invalid_mobile
Julie Hobbs,Julie_Hobbs@moreno.biz,1980-02-14,787695,Julie Hobbs,invalid_mobile
Robert Elliott,Robert_Elliott@johnson.com,03-12-2001,157947,Robert Elliott,invalid_mobile
Kathleen Franklin,Kathleen_Franklin@golden.com,02/10/1997,281229,Kathleen Franklin,invalid_mobile
Cassandra Smith,Cassandra_Smith@sweeney.com,19-10-1994,13626,Cassandra Smith,invalid_mobile
Stacey Montoya,Stacey_Montoya@smith.net,01/26/2008,7954164,Stacey Montoya,invalid_mobile;below_18
Hector Rivera,Hector_Rivera@oconnor.info,09/11/1956,2315 3231,Hector Rivera,invalid_mobile
Veronica Morris,Veronica_Morris@thomas.com,04-04-1958,7713651,Veronica Morris,invalid_mobile
Derrick Sanders,Derrick_Sanders@lopez.info,1951-04-25,96331,Derrick Sanders,invalid_mobile
Russell Gallagher,Russell_Gallagher@davidson.com,23-02-1974,711303,Russell Gallagher,invalid_mobile
Cody Moore,Cody_Moore@parker.com,1961/07/10,759435,Cody Moore,invalid_mobile
Robin Ramsey,Robin_Ramsey@gilbert-bailey.info,2010/02/05,1197988,Robin Ramsey,invalid_mobile;below_18
Heather Shelton,Heather_Shelton@porter.com,04/15/1996,252819,Heather Shelton,invalid_mobile
Lindsay Zuniga,Lindsay_Zuniga@carson.org,04/12/2004,9566523,Lindsay Zuniga,invalid_mobile;below_18
Mark Wells,Mark_Wells@bentley-thomas.info,1972/01/06,53601,Mark Wells,invalid_mobile
Gerald Gonzales,Gerald_Gonzales@bennett.com,01/02/1975,71646,Gerald Gonzales,invalid_mobile
Christopher Perez,Christopher_Perez@barker-daniels.com,1985-09-24,830727,Christopher Perez,invalid_mobile
Justin Thornton,Justin_Thornton@mcintyre-knight.com,1996/07/30,801567,Justin Thornton,invalid_mobile
Miss Lauren Solis,Lauren_Solis@frazier-lewis.com,2014-09-22,13418359,Lauren Solis,below_18
Michelle Kidd,Michelle_Kidd@klein-goodman.com,02/22/1950,8051 1627,Michelle Kidd,invalid_mobile
Michael Shannon,Michael_Shannon@martinez-mccann.info,2005/05/09,996129,Michael Shannon,invalid_mobile;below_18
Sheila Garcia,Sheila_Garcia@griffin-garcia.org,18-03-1985,17726,Sheila Garcia,invalid_mobile
Rebecca Rogers,Rebecca_Rogers@graves-clark.com,05/24/1987,504393,Rebecca Rogers,invalid_mobile
Dana Tran,Dana_Tran@brown.com,2016-12-15,8245840,Dana Tran,invalid_mobile;below_18
Elizabeth Lee,Elizabeth_Lee@lynn-sullivan.com,1974/09/01,87941,Elizabeth Lee,invalid_mobile
Isaac Wright,Isaac_Wright@parker.com,2002-11-02,39506,Isaac Wright,invalid_mobile
Jennifer Evans,Jennifer_Evans@bender.info,1992/02/02,3653070,Jennifer Evans,invalid_mobile
Martha Mahoney,Martha_Mahoney@stephens.biz,1965/05/15,9900465,Martha Mahoney,invalid_mobile
Daniel Shelton,Daniel_Shelton@kent.biz,13-08-2009,18052207,Daniel Shelton,below_18
Jacqueline Sandoval,Jacqueline_Sandoval@craig.com,12/03/1962,858903,Jacqueline Sandoval,invalid_mobile
Yvette Gonzales,Yvette_Gonzales@campbell.info,2004-05-19,7022436,Yvette Gonzales,invalid_mobile;below_18
Sherry Randolph,Sherry_Randolph@wood.com,09/08/1971,2831501,Sherry Randolph,invalid_mobile
Nicholas Vincent,Nicholas_Vincent@clark-jones.com,1961-10-02,1589155,Nicholas Vincent,invalid_mobile
Nicole Banks,Nicole_Banks@mosley-blackwell.com,2006/06/04,72706,Nicole Banks,invalid_mobile;below_18
Kathryn Mckinney,Kathryn_Mckinney@gordon.com,06/03/1961,824547,Kathryn Mckinney,invalid_mobile
Kaylee Griffin,Kaylee_Griffin@russell.com,1954-05-08,629163,Kaylee Griffin,invalid_mobile
Raymond Yu,Raymond_Yu@mathis.com,05-02-1969,32306,Raymond Yu,invalid_mobile
Stephen Hill,Stephen_Hill@nelson.com,09/03/1954,516669,Stephen Hill,invalid_mobile
Ryan Young,Ryan_Young@eaton.com,07-01-1962,91136,Ryan Young,invalid_mobile
Kevin Turner,Kevin_Turner@wood.biz,1984/11/08,660435,Kevin Turner,invalid_mobile
Scott Smith,Scott_Smith@solomon.net,1971/11/03,42946,Scott Smith,invalid_mobile
Jill George,Jill_George@roberts-henderson.com,05-12-2007,779817,Jill George,invalid_mobile;below_18
Anthony Odonnell,Anthony_Odonnell@terry.com,1959-11-21,3722664,Anthony Odonnell,invalid_mobile
Kenneth Walton,Kenneth_Walton@anderson.com,03/09/1995,9335 8011,Kenneth Walton,invalid_mobile
Tammy Dixon,Tammy_Dixon@campbell.com,1971/01/19,998367,Tammy Dixon,invalid_mobile
Mary Herring,Mary_Herring@bell.org,1960/03/24,4231347,Mary Herring,invalid_mobile
David Harris,David_Harris@eaton.biz,06/20/1976,305373,David Harris,invalid_mobile
Holly Jenkins,Holly_Jenkins@morrow-jenkins.com,12/07/2013,8791315,Holly Jenkins,invalid_mobile;below_18
Kristen Hall,Kristen_Hall@davenport.com,1985/01/24,8958020,Kristen Hall,invalid_mobile
Vanessa Hernandez,Vanessa_Hernandez@williams-wagner.com,1995-07-17,12111,Vanessa Hernandez,invalid_mobile
Lindsey Baker,Lindsey_Baker@brown-anderson.com,1959/04/24,45676,Lindsey Baker,invalid_mobile
Jessica Cooper,Jessica_Cooper@rivera.com,03/12/1990,9755481,Jessica Cooper,invalid_mobile
Daniel Garcia,Daniel_Garcia@williams-griffin.com,1956-03-15,99651,Daniel Garcia,invalid_mobile
Brandon Proctor,Brandon_Proctor@baldwin.com,2014/05/04,38506,Brandon Proctor,invalid_mobile;below_18
Ray Moore,Ray_Moore@davies.com,1956/10/07,20616,Ray Moore,invalid_mobile
Thomas Hughes,Thomas_Hughes@alvarez-gibson.com,18-06-2006,958323,Thomas Hughes,invalid_mobile;below_18
Erika Hill,Erika_Hill@weaver.net,21-12-2006,57806,Erika Hill,invalid_mobile;below_18
William Wright,William_Wright@mcdonald.info,01/17/1970,838293,William Wright,invalid_mobile
Joshua Hurley,Joshua_Hurley@smith.com,04-04-2003,8537131,Joshua Hurley,invalid_mobile
Allen Luna,Allen_Luna@mitchell.net,1979/08/02,933279,Allen Luna,invalid_mobile
David Forbes,David_Forbes@cochran.biz,2014-05-25,771255,David Forbes,invalid_mobile;below_18
Jeffrey Ross,Jeffrey_Ross@cooper-browning.biz,1991-08-21,2737799,Jeffrey Ross,invalid_mobile
Yolanda Morris,Yolanda_Morris@robles.info,02/10/1972,9915 6595,Yolanda Morris,invalid_mobile
Amy Webster,Amy_Webster@oliver-sanchez.info,2015/05/20,2325212,Amy Webster,invalid_mobile;below_18
Joseph Lopez,Joseph_Lopez@brown.biz,1980/05/25,549909,Joseph Lopez,invalid_mobile
Robert Miller,Robert_Miller@shields.com,1954/03/17,8861294,Robert Miller,invalid_mobile
Karen Harris,Karen_Harris@wheeler-moran.com,04/21/1991,80331,Karen Harris,invalid_mobile
George Spencer,George_Spencer@fuller.com,2018-12-16,2849022,George Spencer,invalid_mobile;below_18
Eric Roberts,Eric_Roberts@frey.com,08/08/1952,55931,Eric Roberts,invalid_mobile
Daniel Mckinney,Daniel_Mckinney@hernandez.com,12/18/1999,35241,Daniel Mckinney,invalid_mobile
William Armstrong,William_Armstrong@richards.net,11/18/1964,2511 9611,William Armstrong,invalid_mobile
Stephanie Rangel,Stephanie_Rangel@hart.com,07/25/2017,5612482,Stephanie Rangel,invalid_mobile;below_18
Cody Nichols,Cody_Nichols@rodriguez-lewis.info,05/26/2006,60386,Cody Nichols,invalid_mobile;below_18
Charles White,Charles_White@gomez.com,2016/12/18,116505,Charles White,invalid_mobile;below_18
Jennifer Ortiz,Jennifer_Ortiz@sosa.biz,11/07/1990,286689,Jennifer Ortiz,invalid_mobile
Ryan Hampton,Ryan_Hampton@edwards.com,2007-08-08,98126,Ryan Hampton,invalid_mobile;below_18
Jacqueline Soto,Jacqueline_Soto@holmes.com,1965/04/02,703569,Jacqueline Soto,invalid_mobile
Ashley Jones,Ashley_Jones@martin.com,03-12-1989,124377,Ashley Jones,invalid_mobile
Thomas Torres,Thomas_Torres@hammond.net,1997-01-02,787545,Thomas Torres,invalid_mobile
Charles Holt,Charles_Holt@sharp.com,1963-09-12,5416699,Charles Holt,invalid_mobile
Matthew Rodgers,Matthew_Rodgers@kaufman.com,1978/07/07,3455474,Matthew Rodgers,invalid_mobile
Jeffery Barry,Jeffery_Barry@newton.info,2015-03-03,62246,Jeffery Barry,invalid_mobile;below_18
Katherine Berry,Katherine_Berry@wright.org,1988-03-15,295749,Katherine Berry,invalid_mobile
Zachary Holmes,Zachary_Holmes@huber.org,12/03/1953,324009,Zachary Holmes,invalid_mobile
Luis Peters,Luis_Peters@ramos-ruiz.com,1998-02-07,211911,Luis Peters,invalid_mobile
Rebecca Castillo,Rebecca_Castillo@hicks.org,01-12-1962,301083,Rebecca Castillo,invalid_mobile
Jessica Parker,Jessica_Parker@estrada.com,2016/12/02,758685,Jessica Parker,invalid_mobile;below_18
Bradley Anderson MD,Bradley_Anderson@bennett.info,1983-02-06,773709,Bradley Anderson,invalid_mobile
Adrian Perez,Adrian_Perez@carrillo.com,12/19/1970,369681,Adrian Perez,invalid_mobile
Matthew Green,Matthew_Green@russell.com,1990/10/12,551997,Matthew Green,invalid_mobile
Michelle Price,Michelle_Price@mcbride.com,1998-01-11,942495,Michelle Price,invalid_mobile
Phillip Meyer,Phillip_Meyer@mckee.com,1977-10-23,55691,Phillip Meyer,invalid_mobile
Julie Phillips,Julie_Phillips@doyle.biz,09-11-1960,9652868,Julie Phillips,invalid_mobile
Joseph Weber,Joseph_Weber@white.biz,07/25/2008,1431550,Joseph Weber,invalid_mobile;below_18
Charles Mack,Charles_Mack@greer-mcdonald.info,11-11-1991,22116,Charles Mack,invalid_mobile
