name,email,date_of_birth,mobile_no,failure_reason
Eric Brown,Eric_Brown@smith.biz,2017/03/08,24672431,below_18
Kristi Cobb,Kristi_Cobb@evans-hall.com,1960/09/06,55501,invalid_mobile
Anne Macdonald PhD,Anne_Macdonald@baker-owens.org,2001/10/11,8666568,invalid_mobile
Lauren Parker,Lauren_Parker@walker.com,06/20/1988,4061716,invalid_mobile
Christine Miles,Christine_Miles@patel.com,1962/04/07,648147,invalid_mobile
Amanda Bowers,Amanda_Bowers@parrish.com,1976/08/24,18341,invalid_mobile
Sean Conway,Sean_Conway@barnes-lee.net,1973-03-29,41061,invalid_mobile
Julia Murphy,Julia_Murphy@burke.com,17-08-1985,775485,invalid_mobile
James Gray,James_Gray@crane.com,1975/10/14,698805,invalid_mobile
Stephanie Gray,Stephanie_Gray@kelly.info,10/07/2003,1326970,invalid_mobile
Ronald Baird,Ronald_Baird@garcia.biz,21-10-1998,875883,invalid_mobile
Christopher Cochran,Christopher_Cochran@williams.com,1979-11-25,94696,invalid_mobile
Kyle Torres,Kyle_Torres@peters.com,1985-07-20,456495,invalid_mobile
William Oconnor,William_Oconnor@johnson-ponce.com,2016-06-27,818787,invalid_mobile;below_18
Caleb Kelly,Caleb_Kelly@gomez.net,08/03/2009,6423 4299,invalid_mobile;below_18
Rachael Garcia,Rachael_Garcia@padilla.com,06/21/1986,1139587,invalid_mobile
Brandon Weber,Brandon_Weber@harmon.com,1992-02-14,58741,invalid_mobile
Thomas Hoover,Thomas_Hoover@schroeder.com,08/24/2004,398055,invalid_mobile;below_18
Michelle Jimenez,Michelle_Jimenez@hartman.com,07/25/1982,939279,invalid_mobile
Rebecca Davis,Rebecca_Davis@abbott.com,2011-10-20,84764295,below_18
Miranda Flynn,Miranda_Flynn@lee.com,05/14/1964,257685,invalid_mobile
Jennifer Perez,Jennifer_Perez@olsen.com,10/30/1976,622833,invalid_mobile
James Newton,James_Newton@jimenez.biz,10-08-2004,84097639,below_18
Peter Hernandez,Peter_Hernandez@stewart.info,03/31/1964,1291494,invalid_mobile
Nicholas Combs,Nicholas_Combs@walker.com,1967/12/31,6877165,invalid_mobile
Karen Wilson,Karen_Wilson@brown.org,01-02-2006,327375,invalid_mobile;below_18
Jenna Campbell,Jenna_Campbell@brady.com,1955/08/19,807951,invalid_mobile
Michelle Melendez,Michelle_Melendez@white.com,06/03/1988,71656,invalid_mobile
Andrew Gallagher,Andrew_Gallagher@frank.org,09/21/1960,1991 9923,invalid_mobile
Laura Ross,Laura_Ross@harris.com,1964-11-20,840411,invalid_mobile
Teresa Lindsey,Teresa_Lindsey@harvey.com,01-07-1967,7671098,invalid_mobile
Robert Jackson,Robert_Jackson@thomas.biz,04/09/1968,629799,invalid_mobile
John Norman,John_Norman@morris.com,05-06-1983,7819953,invalid_mobile
Alicia Anderson,Alicia_Anderson@hall.com,05/23/2013,1887 6547,invalid_mobile;below_18
Jason Chang,Jason_Chang@chambers.com,05/10/1986,533319,invalid_mobile
Laura Gray,Laura_Gray@fletcher.com,06/04/1998,6403090,invalid_mobile
Wanda Long,Wanda_Long@williamson-larsen.info,02/24/2016,49636,invalid_mobile;below_18
Sylvia Koch,Sylvia_Koch@lane.net,06/30/1998,45031,invalid_mobile
Melissa Higgins,Melissa_Higgins@hicks.com,1966-06-06,1210140,invalid_mobile
Eric Glover,Eric_Glover@lewis-welch.com,1964/12/29,764745,invalid_mobile
Daniel Cisneros,Daniel_Cisneros@lara.com,27-05-1983,8492730,invalid_mobile
Emily Graham,Emily_Graham@santos-rivera.biz,11/02/1974,4023 8535,invalid_mobile
Sherri Smith,Sherri_Smith@haas.com,11/28/1954,29016,invalid_mobile
Dr. William Smith,William_Smith@robinson.com,27-10-1963,70571,invalid_mobile
Terri Aguirre,Terri_Aguirre@myers-shepherd.biz,14-07-1984,889899,invalid_mobile
Natalie Haney,Natalie_Haney@buck.com,03-02-1986,180939,invalid_mobile
Casey Holder,Casey_Holder@schultz.com,2016-12-07,9841448,invalid_mobile;below_18
Lisa Duran,Lisa_Duran@page-oneill.com,19-01-2004,294525,invalid_mobile;below_18
David Smith,David_Smith@allen-brown.com,08/25/2005,3003 3195,invalid_mobile;below_18
Emily Andrews,Emily_Andrews@reyes-singh.com,04/27/1955,2059 4859,invalid_mobile
Kyle Harvey,Kyle_Harvey@atkinson.biz,05/30/2006,1443996,invalid_mobile;below_18
Laura Wu,Laura_Wu@watson.org,1985/06/14,232989,invalid_mobile
Elijah Johnson,Elijah_Johnson@meyer.com,2017-05-24,1612374,invalid_mobile;below_18
Brittany Montgomery,Brittany_Montgomery@graham-barr.org,11/17/1973,729975,invalid_mobile
Aaron Mccarthy,Aaron_Mccarthy@villarreal-murphy.net,05/17/1982,7583514,invalid_mobile
Jacqueline Johnston,Jacqueline_Johnston@barr.com,02/20/1985,860493,invalid_mobile
Karen Duncan,Karen_Duncan@vasquez-garcia.com,02/25/1967,3862300,invalid_mobile
Nathan Warren,Nathan_Warren@sparks-guerra.org,04/07/1960,579087,invalid_mobile
Kenneth Brown,Kenneth_Brown@noble-walls.org,1950-09-26,9182433,invalid_mobile
Jill Cain,Jill_Cain@fitzgerald.com,2002/11/11,4744363,invalid_mobile
Robert Martinez,Robert_Martinez@cooper.com,23-11-2011,32312127,below_18
Peter Wilson,Peter_Wilson@jackson-hall.org,09/10/1960,57376,invalid_mobile
Kelsey Wiley,Kelsey_Wiley@barnes.com,11/30/2001,6480713,invalid_mobile
Eric Murray,Eric_Murray@lamb.com,1987-07-31,44121,invalid_mobile
Luke Estrada,Luke_Estrada@winters.info,08-12-2013,52986,invalid_mobile;below_18
Mr. Robert Clark,Robert_Clark@walker-graham.info,04/22/2007,29991,invalid_mobile;below_18
Kimberly Koch,Kimberly_Koch@hughes-fox.org,03/20/2016,5076821,invalid_mobile;below_18
Laura Bailey,Laura_Bailey@snyder.com,08/11/1970,5655 1543,invalid_mobile
Allison Frye,Allison_Frye@medina.com,1975/09/27,7651729,invalid_mobile
Krystal Owens,Krystal_Owens@andrade-garcia.com,1993-04-17,671757,invalid_mobile
Denise Ferguson,Denise_Ferguson@snyder.biz,09/01/2012,91626,invalid_mobile;below_18
Crystal Alexander,Crystal_Alexander@johnson.info,1987-06-20,84096,invalid_mobile
Henry Cummings,Henry_Cummings@guzman.com,2011/07/01,92988543,below_18
Lori Morgan,Lori_Morgan@turner.biz,06/07/1974,7468567,invalid_mobile
Donald Barton,Donald_Barton@ellis.com,07-12-1952,32376,invalid_mobile
Austin Rosales,Austin_Rosales@howe.org,11/16/2001,852015,invalid_mobile
Mrs. Kimberly Preston,Kimberly_Preston@cole.info,14-01-2016,210963,invalid_mobile;below_18
John Hudson,John_Hudson@ayers.com,2014-08-31,85905239,below_18
Don Ryan,Don_Ryan@koch.com,1951/05/29,1728553,invalid_mobile
Sarah Morgan,Sarah_Morgan@nolan.info,2003/02/19,3716056,invalid_mobile
Samuel Patel,Samuel_Patel@villa-johnson.com,30-05-2014,381279,invalid_mobile;below_18
Robert Wilson,Robert_Wilson@fuller.org,1955/03/05,9910566,invalid_mobile
Megan Aguilar,Megan_Aguilar@mitchell.com,1958-01-19,2143128,invalid_mobile
Jonathan Green,Jonathan_Green@weiss.biz,1952/11/28,584649,invalid_mobile
Jacob Tate,Jacob_Tate@nash-cowan.info,04/23/1991,36261,invalid_mobile
Kristine Barker,Kristine_Barker@parrish.com,1975-11-06,51866,invalid_mobile
Cameron Brown,Cameron_Brown@jones-adams.org,03-09-2001,7404076,invalid_mobile
Lauren Taylor,Lauren_Taylor@mccoy.info,08-06-2015,4077221,invalid_mobile;below_18
Paul Ward,Paul_Ward@sanchez-larsen.org,09/08/1955,1911 9523,invalid_mobile
Cynthia Ward,Cynthia_Ward@burns.com,21-03-1968,42746,invalid_mobile
Stephen Roberts,Stephen_Roberts@rodriguez.com,2013/03/15,868311,invalid_mobile;below_18
Victor Rivera,Victor_Rivera@chavez.biz,01-09-2004,4885658,invalid_mobile;below_18
Ryan Olsen,Ryan_Olsen@blankenship.com,2012/04/19,864729,invalid_mobile;below_18
Alejandra Jones,Alejandra_Jones@williams-smith.net,18-09-1968,6885152,invalid_mobile
Cheyenne Miranda,Cheyenne_Miranda@contreras.info,1971/06/01,59901,invalid_mobile
Courtney Maxwell,Courtney_Maxwell@hunt.com,04/14/1975,16416,invalid_mobile
Lindsay Acosta,Lindsay_Acosta@nichols.com,23-03-1988,5642204,invalid_mobile
Michael Middleton,Michael_Middleton@williams-zamora.com,08/04/1981,8511 4431,invalid_mobile
Katrina Perry,Katrina_Perry@frye-keller.com,03/28/1995,897579,invalid_mobile
Bailey Johnson,Bailey_Johnson@brooks.org,2009-12-08,699579,invalid_mobile;below_18
Glenda Woods,Glenda_Woods@williams.biz,10/07/1981,419637,invalid_mobile
Julie Hernandez,Julie_Hernandez@fisher.com,03/23/1971,69296,invalid_mobile
Nicole Kim DVM,Nicole_Kim@schultz-brown.com,02-04-1990,3035068,invalid_mobile
John Benitez,John_Benitez@campbell.com,1967/06/06,374733,invalid_mobile
Dustin Thomas,Dustin_Thomas@tran-rice.biz,06/14/1967,930309,invalid_mobile
Sheri Carter,Sheri_Carter@bryant.com,1956-08-07,505437,invalid_mobile
Ryan Davis,Ryan_Davis@buck.org,1964/03/24,878517,invalid_mobile
Shelby Kaufman,Shelby_Kaufman@weiss.net,2014-10-16,27523551,below_18
Nicole Johnson,Nicole_Johnson@boone.net,1977-04-13,858435,invalid_mobile
Casey Johnston,Casey_Johnston@wood.com,2010/03/29,9740158,invalid_mobile;below_18
Sean Adams,Sean_Adams@brown.com,19-05-1973,5731370,invalid_mobile
Joel Lee MD,Joel_Lee@hurley.com,2003-06-09,9454964,invalid_mobile
Mark Williams,Mark_Williams@watkins.net,14-06-1971,41621,invalid_mobile
Joseph Bartlett,Joseph_Bartlett@campbell.net,1985-06-17,5644605,invalid_mobile
Debra Wilson,Debra_Wilson@patel.org,09/22/1995,189381,invalid_mobile
Jake Davis,Jake_Davis@landry-morgan.net,07/11/2008,6739 9355,invalid_mobile;below_18
Timothy Russell,Timothy_Russell@bird-mclean.net,1995/07/03,549165,invalid_mobile
Steven Hodges,Steven_Hodges@sanchez-phillips.com,09/03/1951,6579 5715,invalid_mobile
Meagan Robinson,Meagan_Robinson@sanchez.net,1951-09-17,133935,invalid_mobile
Scott Sandoval,Scott_Sandoval@campbell.com,10/20/1971,50811,invalid_mobile
Jeremy Hunter,Jeremy_Hunter@alexander-smith.com,11/19/1953,34301,invalid_mobile
Monica Lloyd,Monica_Lloyd@schneider.info,25-02-1961,52106,invalid_mobile
Ryan Scott,Ryan_Scott@wilson.info,2007/02/22,5654706,invalid_mobile;below_18
Heidi Brown,Heidi_Brown@foster-jones.com,06/06/2004,1259 4379,invalid_mobile;below_18
Rebecca Castillo,Rebecca_Castillo@summers-ward.com,1952/02/06,34261,invalid_mobile
Terri Cox,Terri_Cox@swanson.com,11/04/1955,375789,invalid_mobile
Timothy Smith,Timothy_Smith@patton-rose.com,2016/06/16,28316,invalid_mobile;below_18
Molly Coleman,Molly_Coleman@santiago.com,01-06-1981,1441567,invalid_mobile
Katherine Brown,Katherine_Brown@stephens-mckenzie.com,09/07/1959,793929,invalid_mobile
Kyle Dalton,Kyle_Dalton@haley-foster.com,06/04/2007,91866,invalid_mobile;below_18
Haley Oconnor,Haley_Oconnor@crawford.com,2014-09-27,14381,invalid_mobile;below_18
Janet Tate,Janet_Tate@moore-carter.com,12/15/2003,9535387,invalid_mobile
Timothy Collins,Timothy_Collins@browning.info,03/12/1980,138771,invalid_mobile
Michael Marks,Michael_Marks@brown-vargas.net,1968-02-16,99066,invalid_mobile
Maria Day,Maria_Day@miller.info,23-03-2007,76181,invalid_mobile;below_18
Jason Trujillo,Jason_Trujillo@strong.com,1968/05/05,671493,invalid_mobile
Kristin Parker,Kristin_Parker@ramirez.com,08/17/1967,7962459,invalid_mobile
Megan Livingston,Megan_Livingston@perry-castillo.com,1980-07-14,498783,invalid_mobile
Ann Fuentes,Ann_Fuentes@lane.info,05/03/1990,6965176,invalid_mobile
Kathryn Jackson,Kathryn_Jackson@hill.biz,2002/12/23,3857456,invalid_mobile
Mary Galloway,Mary_Galloway@nelson-estrada.biz,2013-03-31,4843791,invalid_mobile;below_18
Lorraine Lee,Lorraine_Lee@wolfe.com,1976-05-12,73736,invalid_mobile
Laura Benjamin,Laura_Benjamin@sloan-blair.org,21-02-1952,164673,invalid_mobile
Jennifer Collier,Jennifer_Collier@fischer.org,08-12-2009,497685,invalid_mobile;below_18
Lisa Ramirez,Lisa_Ramirez@duncan.net,25-10-1986,148737,invalid_mobile
Angel Hill,Angel_Hill@wilson.com,16-09-2013,6452167,invalid_mobile;below_18
Connor Rivas,Connor_Rivas@romero-bryant.com,29-01-1987,342897,invalid_mobile
Mrs. Ashley Carter MD,Ashley_Carter@matthews-terrell.com,06/23/1953,77236,invalid_mobile
William Gay,William_Gay@mendez.com,1978-02-10,506637,invalid_mobile
Joshua Sanchez,Joshua_Sanchez@boyle.info,09-06-1975,46686,invalid_mobile
Nicole Moon,Nicole_Moon@schmidt.com,02/12/1963,6606776,invalid_mobile
Kayla Wilson,Kayla_Wilson@rivera.biz,1963-11-26,7831111,invalid_mobile
Brett Brown,Brett_Brown@mcdaniel.com,1962-04-22,5040603,invalid_mobile
Mr. Thomas Williams,Thomas_Williams@espinoza.net,1978-10-24,6551399,invalid_mobile
Kristin Rosales,Kristin_Rosales@rogers.com,02/26/1993,50381,invalid_mobile
Jennifer Cruz,Jennifer_Cruz@simmons.net,2014-11-24,92301,invalid_mobile;below_18
Amanda Chandler,Amanda_Chandler@stone.net,01-07-1989,963927,invalid_mobile
Taylor Lopez,Taylor_Lopez@mendez.info,1984-12-31,3416715,invalid_mobile
Tyler Jones,Tyler_Jones@hanson-stephens.com,11/29/2012,8799155,invalid_mobile;below_18
Derek Walker,Derek_Walker@brown.com,13-08-2015,589203,invalid_mobile;below_18
Lauren Chase,Lauren_Chase@jenkins.com,1955-03-16,633891,invalid_mobile
Dean Rice,Dean_Rice@swanson.biz,1988/06/28,1194516,invalid_mobile
Brenda Boyer,Brenda_Boyer@wells.com,1982-12-11,57961,invalid_mobile
Melissa Jordan,Melissa_Jordan@lucas-carson.com,12/15/1970,287037,invalid_mobile
Brianna Valentine,Brianna_Valentine@martinez.com,2001-05-03,8602553,invalid_mobile
Richard White,Richard_White@osborne.com,05/31/2005,5523 2275,invalid_mobile;below_18
Steven Paul,Steven_Paul@green.biz,11-09-1983,929295,invalid_mobile
Jessica Peck,Jessica_Peck@martin.net,1951/01/20,8410900,invalid_mobile
Christopher Hughes,Christopher_Hughes@copeland.com,2002/04/25,652203,invalid_mobile
Nancy Rodriguez,Nancy_Rodriguez@bennett.com,02-04-1981,362865,invalid_mobile
Stacy Robles,Stacy_Robles@jones-cross.com,11/02/2002,74166,invalid_mobile
Robert Bray,Robert_Bray@walker.com,11/28/2016,3320150,invalid_mobile;below_18
Mrs. Kelly Schmitt DVM,Kelly_Schmitt@james-aguirre.com,2015-04-18,81157223,below_18
Charles Butler,Charles_Butler@melendez.info,10/20/2002,563649,invalid_mobile
Emily Shaw,Emily_Shaw@jones.org,1976-10-14,98436,invalid_mobile
Anne Dixon,Anne_Dixon@rogers-hudson.com,14-07-1987,183981,invalid_mobile
Joan White,Joan_White@sullivan.net,1994-03-04,6119569,invalid_mobile
Darren Mcfarland,Darren_Mcfarland@thompson-roberts.com,07/10/1977,721875,invalid_mobile
Tammy Lane,Tammy_Lane@wood-davis.com,03/15/2012,78786,invalid_mobile;below_18
Duane Smith,Duane_Smith@schmidt.com,14-02-2000,47411,invalid_mobile
Jeffery Hill,Jeffery_Hill@cook-lloyd.com,12/23/1959,2607 1551,invalid_mobile
Jeremy Miller,Jeremy_Miller@newman.net,12/29/1972,5657744,invalid_mobile
Alexandra Blackwell,Alexandra_Blackwell@mcclain-walsh.org,11/09/1967,8402234,invalid_mobile
Brian Best,Brian_Best@peters.com,1950-12-10,7831566,invalid_mobile
Mary Reynolds,Mary_Reynolds@pierce.biz,2007-11-19,37171047,below_18
Valerie Armstrong,Valerie_Armstrong@anderson.com,2014/03/29,931329,invalid_mobile;below_18
Joseph Gray,Joseph_Gray@mclaughlin.com,2004-08-20,5385612,invalid_mobile;below_18
Jennifer Dominguez,Jennifer_Dominguez@underwood-sawyer.com,1979-06-13,9336104,invalid_mobile
Heather Rodriguez,Heather_Rodriguez@eaton.com,29-11-2006,98696,invalid_mobile;below_18
Curtis Valdez,Curtis_Valdez@summers.com,11/27/1967,9286432,invalid_mobile
Jeffrey Edwards,Jeffrey_Edwards@small.com,02/04/1956,9884785,invalid_mobile
John Schmidt,John_Schmidt@adkins.net,05/24/1973,54366,invalid_mobile
Roberto Adams,Roberto_Adams@lynch.com,10/19/1972,61751,invalid_mobile
Ian Vargas,Ian_Vargas@atkins.info,1955-11-20,4321052,invalid_mobile
Breanna Merritt,Breanna_Merritt@butler.info,2017-02-27,218613,invalid_mobile;below_18
Sherry Smith,Sherry_Smith@brooks.com,1963-08-15,217047,invalid_mobile
Sara Dominguez,Sara_Dominguez@delgado.com,02/20/1986,6911 4407,invalid_mobile
Jessica Bailey,Jessica_Bailey@huynh-rose.com,31-07-1955,5558260,invalid_mobile
Patrick Johns,Patrick_Johns@taylor.com,1968-01-15,77001,invalid_mobile
Timothy Massey,Timothy_Massey@green-williams.com,1986/09/03,428133,invalid_mobile
Yolanda White,Yolanda_White@powell.biz,16-04-1995,97631,invalid_mobile
George Long,George_Long@long-martin.com,1981-07-31,98386,invalid_mobile
Danielle Wilson,Danielle_Wilson@dean.com,12/29/1993,38121,invalid_mobile
Michele Page,Michele_Page@kirby-martin.biz,1959/09/12,9329370,invalid_mobile
Benjamin Smith,Benjamin_Smith@chase.info,24-02-1959,875847,invalid_mobile
Michael Farrell,Michael_Farrell@miller-snyder.com,1987/01/14,65366,invalid_mobile
Richard Gibson,Richard_Gibson@calhoun.org,1952/02/10,98861,invalid_mobile
Stephanie Chambers,Stephanie_Chambers@park-hendrix.info,03-04-1979,9500527,invalid_mobile
Daniel Rice,Daniel_Rice@bell.com,12-06-1957,415359,invalid_mobile
Ashley Chase,Ashley_Chase@owen-gillespie.com,26-11-1982,733761,invalid_mobile
Carlos Rangel,Carlos_Rangel@long-wilson.biz,1983/12/24,17181,invalid_mobile
Lindsey Castillo,Lindsey_Castillo@white.com,2004-10-16,30681,invalid_mobile;below_18
Scott Johnson,Scott_Johnson@sawyer-hood.info,1988/09/18,14521,invalid_mobile
Sharon Hicks,Sharon_Hicks@mcintosh-hart.com,1965/01/29,1689710,invalid_mobile
Ashlee Oconnell,Ashlee_Oconnell@mann.com,1997-05-06,92516,invalid_mobile
Amy Parker,Amy_Parker@mclaughlin-kent.com,11/17/1956,99836,invalid_mobile
John Wright,John_Wright@kim.org,1960-03-09,184065,invalid_mobile
Denise Davis,Denise_Davis@hogan.net,12-04-2012,8625184,invalid_mobile;below_18
Beth Peck,Beth_Peck@smith.info,11/22/2000,963183,invalid_mobile
Stacey Reed,Stacey_Reed@molina-harper.net,04-02-1990,53126,invalid_mobile
Christine Scott,Christine_Scott@miller.com,1974/09/02,80791,invalid_mobile
Crystal Stout,Crystal_Stout@garcia.com,2016/04/25,737439,invalid_mobile;below_18
Matthew Lyons,Matthew_Lyons@sullivan.info,02/27/1951,30961,invalid_mobile
Ann Wolf,Ann_Wolf@wilkins.com,11/12/1980,2691 6187,invalid_mobile
Colleen Davis,Colleen_Davis@taylor.com,2008/06/29,3336341,invalid_mobile;below_18
Shannon Miller,Shannon_Miller@holloway.com,2017/03/15,189153,invalid_mobile;below_18
Yvonne Kirk,Yvonne_Kirk@morris.biz,1966-07-28,1550991,invalid_mobile
Daniel Johnson,Daniel_Johnson@alvarez.com,06/01/1967,343311,invalid_mobile
Alexander Stewart,Alexander_Stewart@santos.com,2007-07-25,244815,invalid_mobile;below_18
Linda Gibson,Linda_Gibson@roberts.com,1983/01/15,350295,invalid_mobile
Andrew Brewer,Andrew_Brewer@green.info,1991-08-10,655509,invalid_mobile
Lisa Hooper,Lisa_Hooper@carroll-holt.org,2003-01-04,890391,invalid_mobile
Ashley Montes,Ashley_Montes@pace.com,09/23/1978,813975,invalid_mobile
Margaret Medina,Margaret_Medina@stewart.info,04/29/1954,543801,invalid_mobile
Ian Thomas,Ian_Thomas@montgomery-snyder.com,07-06-1995,4465973,invalid_mobile
Victoria Jones,Victoria_Jones@camacho.org,03/10/1981,6071 5727,invalid_mobile
Mark Frederick,Mark_Frederick@freeman-jackson.com,11-01-1999,40081,invalid_mobile
Joshua Atkinson,Joshua_Atkinson@salazar.com,1993/10/24,266391,invalid_mobile
Russell Coleman,Russell_Coleman@reid-miller.net,12/23/1985,8075565,invalid_mobile
Michelle Roberts,Michelle_Roberts@salazar-mccann.org,31-10-1963,343155,invalid_mobile
Dan Reynolds,Dan_Reynolds@hendrix-english.net,1977-05-07,4379404,invalid_mobile
Tim Robinson,Tim_Robinson@grimes.net,05/16/1972,639711,invalid_mobile
Shawn Sanders,Shawn_Sanders@gutierrez.info,1956-06-03,61271,invalid_mobile
Carol White,Carol_White@flores-kim.com,18-07-1978,25291,invalid_mobile
Dawn Clark,Dawn_Clark@ibarra.net,14-12-1971,484455,invalid_mobile
Francisco Vasquez,Francisco_Vasquez@moreno-sheppard.com,29-07-1970,70171,invalid_mobile
Cristian Kelley,Cristian_Kelley@taylor-colon.net,01/08/1951,2227 2647,invalid_mobile
William Brown,William_Brown@ross.com,2014/09/28,32566,invalid_mobile;below_18
Ashley Davidson,Ashley_Davidson@gaines.org,10/31/2009,70886,invalid_mobile;below_18
Audrey Wilson,Audrey_Wilson@alexander-martinez.com,26-01-1967,871611,invalid_mobile
Joseph Long,Joseph_Long@williams.net,1988-10-24,2899289,invalid_mobile
John Smith,John_Smith@butler.com,1989/12/13,5249742,invalid_mobile
Jeffrey Turner,Jeffrey_Turner@robinson.com,01/12/1984,3015 2387,invalid_mobile
John Sloan,John_Sloan@henderson.com,21-12-2010,99716,invalid_mobile;below_18
Linda Evans,Linda_Evans@stokes-novak.com,09-03-1971,28941,invalid_mobile
Tammy Brown,Tammy_Brown@bright.com,1980-03-29,16491,invalid_mobile
Jesse Perry,Jesse_Perry@marsh.net,10/13/1969,4547 1479,invalid_mobile
Ricardo Cruz,Ricardo_Cruz@salazar-manning.com,02/05/1978,8343 6279,invalid_mobile
Mary Stevens,Mary_Stevens@cummings-caldwell.com,09/23/1953,2447915,invalid_mobile
Wendy Grimes,Wendy_Grimes@williams.com,11/09/2014,185025,invalid_mobile;below_18
Anthony Howe,Anthony_Howe@waters.com,1978-12-01,461925,invalid_mobile
Collin Velazquez,Collin_Velazquez@craig-whitaker.com,30-12-1960,35086,invalid_mobile
Michael Dudley,Michael_Dudley@wilkerson.com,04/10/2002,81161,invalid_mobile
Michelle Guzman,Michelle_Guzman@mccarthy.biz,16-05-2000,844911,invalid_mobile
Kevin Benitez,Kevin_Benitez@edwards.net,2013-11-18,19746447,below_18
Amanda Nichols,Amanda_Nichols@owens.info,1995-09-28,747699,invalid_mobile
Marcus Villarreal,Marcus_Villarreal@parsons-rogers.info,12/28/1956,2519 9927,invalid_mobile
Jessica Fleming,Jessica_Fleming@green.com,28-05-2012,17299023,below_18
Keith Avila MD,Keith_Avila@cole.com,07/15/1978,96281,invalid_mobile
Kelly Lopez,Kelly_Lopez@shelton.com,11/04/2016,407565,invalid_mobile;below_18
